name,pokedex,is_legendary
Smeargle,It draws symbols all over the place to mark its territory. In towns with many Smeargle the walls are covered in graffiti.,0
Tyrogue,Tyrogue becomes stressed out if it does not get to train every day. When raising this Pokemon the Trainer must establish and uphold various training methods.,0
Hitmontop,Hitmontop spins on its head at high speed all the while delivering kicks. This technique is a remarkable mix of both offense and defense at the same time. The Pokemon travels faster spinning than it does walking.,0
Smoochum,Smoochum actively runs about but also falls quite often. Whenever the chance arrives it will look for its reflection to make sure its face hasnt become dirty.,0
Elekid,This Pokemon is constantly fighting with Togedemaru that try to steal its electricity. Its a pretty even match.,0
Magby,A famous potter lives with a Magby. Apparently its soft flames produce fine works.,0
Miltank,Most people raise it for its milk but its quite tough and strong so its also well suited for battle.,0
Blissey,Its fluffy fur coat acts as a sensor enabling it to read the feelings of people and Pokemon.,0
Raikou,Raikou embodies the speed of lightning. The roars of this Pokemon send shock waves shuddering through the air and shake the ground as if lightning bolts had come crashing down.,1
Entei,Entei embodies the passion of magma. This Pokemon is thought to have been born in the eruption of a volcano. It sends up massive bursts of fire that utterly consume all that they touch.,1
Suicune,Suicune embodies the compassion of a pure spring of water. It runs across the land with gracefulness. This Pokemon has the power to purify dirty water.,1
Larvitar,Larvitar is born deep under the ground. To come up to the surface this Pokemon must eat its way through the soil above. Until it does so Larvitar cannot see its parents.,0
Pupitar,Pupitar creates a gas inside its body that it compresses and forcefully ejects to propel itself like a jet. The body is very durable—it avoids damage even if it hits solid steel.,0
Tyranitar,Tyranitar is so overwhelmingly powerful it can bring down a whole mountain to make its nest. This Pokemon wanders about in mountains seeking new opponents to fight.,0
Lugia,Lugias wings pack devastating power—a light fluttering of its wings can blow apart regular houses. As a result this Pokemon chooses to live out of sight deep under the sea.,1
Celebi,This Pokemon came from the future by crossing over time. It is thought that so long as Celebi appears a bright and shining future awaits us.,1
Treecko,Treecko is cool calm and collected—it never panics under any situation. If a bigger foe were to glare at this Pokemon it would glare right back without conceding an inch of ground.,0
Grovyle,This Pokemon adeptly flies from branch to branch in trees. In a forest no Pokemon can ever hope to catch a fleeing Grovyle however fast they may be.,0
Sceptile,Sceptile has seeds growing on its back. They are said to be bursting with nutrients that revitalize trees. This Pokemon raises the trees in a forest with loving care.,0
Torchic,Torchic has a place inside its body where it keeps its flame. Give it a hug—it will be glowing with warmth. This Pokemon is covered all over by a fluffy coat of down.,0
Combusken,Combusken battles with the intensely hot flames it spews from its beak and with outstandingly destructive kicks. This Pokemons cry is very loud and distracting.,0
Blaziken,Blaziken has incredibly strong legs—it can easily clear a 30-story building in one leap. This Pokemons blazing punches leave its foes scorched and blackened.,0
Mudkip,In water Mudkip breathes using the gills on its cheeks. If it is faced with a tight situation in battle this Pokemon will unleash its amazing power—it can crush rocks bigger than itself.,0
Marshtomp,Marshtomp is much faster at traveling through mud than it is at swimming. This Pokemons hindquarters exhibit obvious development giving it the ability to walk on just its hind legs.,0
Swampert,Swampert predicts storms by sensing subtle differences in the sounds of waves and tidal winds with its fins. If a storm is approaching it piles up boulders to protect itself.,0
Poochyena,Poochyena is an omnivore—it will eat anything. A distinguishing feature is how large its fangs are compared to its body. This Pokemon tries to intimidate its foes by making the hair on its tail bristle out.,0
Mightyena,Mightyena travel and act as a pack in the wild. The memory of its life in the wild compels the Pokemon to obey only those Trainers that it recognizes to possess superior skill.,0
Zigzagoon,The hair on Zigzagoons back is bristly. It rubs the hard back hair against trees to leave its territorial markings. This Pokemon may play dead to fool foes in battle.,0
Linoone,When hunting Linoone will make a beeline straight for the prey at a full run. While this Pokemon is capable of topping 60 mph it has to come to a screeching halt before it can turn.,0
Wurmple,Wurmple is targeted by Swellow as prey. This Pokemon will try to resist by pointing the spikes on its rear at the attacking predator. It will weaken the foe by leaking poison from the spikes.,0
Silcoon,Silcoon was thought to endure hunger and not consume anything before its evolution. However it is now thought that this Pokemon slakes its thirst by drinking rainwater that collects on its silk.,0
Beautifly,Beautifly has a long mouth like a coiled needle which is very convenient for collecting pollen from flowers. This Pokemon rides the spring winds as it flits around gathering pollen.,0
Cascoon,If it is attacked Cascoon remains motionless however badly it may be hurt. It does so because if it were to move its body would be weak upon evolution. This Pokemon will also not forget the pain it endured.,0
Dustox,When Dustox flaps its wings a fine dust is scattered all over. This dust is actually a powerful poison that will even make a pro wrestler sick. This Pokemon searches for food using its antennae like radar.,0
Lotad,Lotad is said to have dwelled on land before. However this Pokemon is thought to have returned to water because the leaf on its head grew large and heavy. It now lives by floating atop the water.,0
Lombre,Lombres entire body is covered by a slippery slimy film. It feels horribly unpleasant to be touched by this Pokemons hands. Lombre is often mistaken for a human child.,0
Ludicolo,Upon hearing an upbeat and cheerful rhythm the cells in Ludicolos body become very energetic and active. Even in battle this Pokemon will exhibit an amazing amount of power.,0
Seedot,Seedot looks exactly like an acorn when it is dangling from a tree branch. It startles other Pokemon by suddenly moving. This Pokemon polishes its body once a day using leaves.,0
Nuzleaf,This Pokemon pulls out the leaf on its head and makes a flute with it. The sound of Nuzleafs flute strikes fear and uncertainty in the hearts of people lost in a forest.,0
Shiftry,Shiftrys large fans generate awesome gusts of wind at a speed close to 100 feet per second. The whipped-up wind blows anything away. This Pokemon chooses to live quietly deep in forests.,0
Taillow,Taillow is young—it has only just left its nest. As a result it sometimes becomes lonesome and cries at night. This Pokemon feeds on Wurmple that live in forests.,0
Swellow,Swellow is very conscientious about the upkeep of its glossy wings. Once two Swellow are gathered they diligently take care of cleaning each others wings.,0
Wingull,Fishermen keep an eye out for Wingull in the sky because wherever theyre circling the ocean is sure to be teeming with fish Pokemon.,0
Pelipper,Gathering food is the work of young males. They store food in their capacious beaks and carry it back to others waiting in the nest.,0
Ralts,Ralts has the ability to sense the emotions of people. If its Trainer is in a cheerful mood this Pokemon grows cheerful and joyous in the same way.,0
Kirlia,Kirlia uses the horns on its head to amplify its psychokinetic power. When the Pokemon uses its power the air around it becomes distorted creating mirages of nonexistent scenery.,0
Gardevoir,Gardevoir has the psychokinetic power to distort the dimensions and create a small black hole. This Pokemon will try to protect its Trainer even at the risk of its own life.,0
Surskit,When this Pokemon senses danger a sweet fluid oozes from the tip of its head. The taste of it disgusts bird Pokemon.,0
Masquerain,Its wings and antennae dont cope well with moisture. After a rain it faces sunward to dry off.,0
Shroomish,If Shroomish senses danger it shakes its body and scatters spores from the top of its head. This Pokemons spores are so toxic they make trees and weeds wilt.,0
Breloom,The seeds ringing Brelooms tail are made of hardened toxic spores. It is horrible to eat the seeds. Just taking a bite of this Pokemons seed will cause your stomach to rumble.,0
Slakoth,Slakoths heart beats just once a minute. Whatever happens it is content to loaf around motionless. It is rare to see this Pokemon in motion.,0
Vigoroth,Vigoroth is simply incapable of remaining still. Even when it tries to sleep the blood in its veins grows agitated compelling this Pokemon to run wild throughout the jungle before it can settle down.,0
Slaking,Wherever Slaking live rings of over a yard in diameter appear in grassy fields. They are made by the Pokemon as it eats all the grass within reach while lying prone on the ground.,0
Nincada,Nincada lives underground. It uses its sharp claws to carve the roots of trees and absorb moisture and nutrients. This Pokemon cant withstand bright sunlight so avoids it.,0
Ninjask,If Ninjask is not trained properly it will refuse to obey the Trainer and cry loudly continuously. Because of this quality this Pokemon is said to be one that puts the Trainers abilities to the test.,0
Shedinja,Shedinja is a peculiar Pokemon. It seems to appear unsought in a Poke Ball after a Nincada evolves. This bizarre Pokemon is entirely immobile—it doesnt even breathe.,0
Whismur,Whismur is very timid. If it starts to cry loudly it becomes startled by its own crying and cries even harder. When it finally stops crying the Pokemon goes to sleep all tired out.,0
Loudred,Loudred shouts while stamping its feet. After it finishes shouting this Pokemon becomes incapable of hearing anything for a while. This is considered to be a weak point.,0
Exploud,Exploud communicates its feelings to the others by emitting whistle-like sounds from the tubes on its body. This Pokemon only raises its voice when it is in battle.,0
Makuhita,Their daily routine consists of training together first thing in the morning eating and napping in the afternoon and then more training afterward.,0
Hariyama,They love to compare their freakish strength— strength enough to send a truck flying with a single slap.,0
Azurill,Azurills tail is large and bouncy. It is packed full of the nutrients this Pokemon needs to grow. Azurill can be seen bouncing and playing on its big rubbery tail.,0
Nosepass,It uses powerful magnetism to drag its prey toward it. Its also been known to pull in metal which it collects and uses to protect itself.,0
Skitty,Skitty is known to chase around playfully after its own tail. In the wild this Pokemon lives in holes in the trees of forests. It is very popular as a pet because of its adorable looks.,0
Delcatty,Delcatty sleeps anywhere it wants without keeping a permanent nest. If other Pokemon approach it as it sleeps this Pokemon will never fight—it will just move away somewhere else.,0
Sableye,This Pokemon is feared. When its gemstone eyes begin to glow with a sinister shine its believed that Sableye will steal peoples spirits away.,0
Mawile,Dont be taken in by this Pokemons cute face—its very dangerous. Mawile fools the foe into letting down its guard then chomps down with its massive jaws. The steel jaws are really horns that have been transformed.,0
Aron,Aron has a body of steel. With one all-out charge this Pokemon can demolish even a heavy dump truck. The destroyed dump truck then becomes a handy meal for the Pokemon.,0
Lairon,Lairon feeds on iron contained in rocks and water. It makes its nest on mountains where iron ore is buried. As a result the Pokemon often clashes with humans mining the iron ore.,0
Aggron,Aggron is protective of its environment. If its mountain is ravaged by a landslide or a fire this Pokemon will haul topsoil to the area plant trees and beautifully restore its own territory.,0
Meditite,Meditite heightens its inner energy through meditation. It survives on just one berry a day. Minimal eating is another aspect of this Pokemons training.,0
Medicham,Through the power of meditation Medicham developed its sixth sense. It gained the ability to use psychokinetic powers. This Pokemon is known to meditate for a whole month without eating.,0
Electrike,Electrike runs faster than the human eye can follow. The friction from running is converted into electricity which is then stored in this Pokemons fur.,0
Manectric,Manectric discharges strong electricity from its mane. The mane is used for collecting electricity in the atmosphere. This Pokemon creates thunderclouds above its head.,0
Plusle,When Plusle is cheering on its partner it flashes with electric sparks from all over its body. If its partner loses this Pokemon cries loudly.,0
Minun,Minun loves to cheer on its partner in battle. It gives off sparks from its body while it is doing so. If its partner is in trouble this Pokemon gives off increasing amounts of sparks.,0
Volbeat,Volbeats tail glows like a lightbulb. With other Volbeat it uses its tail to draw geometric shapes in the night sky. This Pokemon loves the sweet aroma given off by Illumise.,0
Illumise,Illumise leads a flight of illuminated Volbeat to draw signs in the night sky. This Pokemon is said to earn greater respect from its peers by composing more complex designs in the sky.,0
Roselia,On extremely rare occasions a Roselia is said to appear with its flowers in unusual colors. The thorns on this Pokemons head contain a vicious poison.,0
Gulpin,Most of Gulpins body is made up of its stomach—its heart and brain are very small in comparison. This Pokemons stomach contains special enzymes that dissolve anything.,0
Swalot,Swalot has no teeth so what it eats it swallows whole no matter what. Its cavernous mouth yawns widely. An automobile tire could easily fit inside this Pokemons mouth.,0
Carvanha,If they scent the faintest trace of blood they rush to attack en masse. When alone theyre rather cowardly.,0
Sharpedo,It has a sad history. In the past its dorsal fin was a treasured foodstuff so this Pokemon became a victim of overfishing.,0
Wailmer,It shows off by spraying jets of seawater from the nostrils above its eyes. It eats a solid ton of Wishiwashi every day.,0
Wailord,Its immense size is the reason for its popularity. Wailord watching is a favorite sightseeing activity in various parts of the world.,0
Numel,Numel stores magma of almost 2200 degrees Fahrenheit within its body. If it gets wet the magma cools and hardens. In that event the Pokemons body grows heavy and its movements become sluggish.,0
Camerupt,The humps on Camerupts back are formed by a transformation of its bones. They sometimes blast out molten magma. This Pokemon apparently erupts often when it is enraged.,0
Torkoal,If the fire burning within its shell goes out it will die. Those who wish to raise one in their home must always keep something flammable at hand.,0
Spoink,Spoink keeps a pearl on top of its head. The pearl functions to amplify this Pokemons psychokinetic powers. It is therefore on a constant search for a bigger pearl.,0
Grumpig,Grumpig uses the black pearls on its body to wield its fantastic powers. When it is doing so it dances bizarrely. This Pokemons black pearls are valuable as works of art.,0
Spinda,Each and every Spinda has a slightly different configuration of spots. There are collectors who enjoy the tiny differences in their spot patterns.,0
Trapinch,As it digs through the sand its giant jaws crush any rocks that obstruct its path. It builds a funnel-shaped nest.,0
Vibrava,To help make its wings grow it dissolves quantities of prey in its digestive juices and guzzles them down every day.,0
Flygon,This Pokemon hides in the heart of sandstorms it creates and seldom appears where people can see it.,0
Cacnea,The more arid and harsh the environment the more pretty and fragrant a flower Cacnea grows. This Pokemon battles by wildly swinging its thorny arms.,0
Cacturne,If a traveler is going through a desert in the thick of night Cacturne will follow in a ragtag group. The Pokemon are biding their time waiting for the traveler to tire and become incapable of moving.,0
Swablu,Swablu loves to make things clean. If it spots something dirty it will wipe and polish it with its cottony wings. If its wings become dirty this Pokemon finds a stream and showers itself.,0
Altaria,Altaria sings in a gorgeous soprano. Its wings are like cotton clouds. This Pokemon catches updrafts with its buoyant wings and soars way up into the wild blue yonder.,0
Zangoose,Zangoose usually stays on all fours but when angered it gets up on its hind legs and extends its claws. This Pokemon shares a bitter rivalry with Seviper that dates back over generations.,0
Seviper,Sevipers swordlike tail serves two purposes—it slashes foes and douses them with secreted poison. This Pokemon will not give up its long-running blood feud with Zangoose.,0
Lunatone,Lunatone becomes active around the time of the full moon. Instead of walking it moves by floating in midair. The Pokemons intimidating red eyes cause all those who see it to become transfixed with fear.,0
Solrock,Sunlight is the source of Solrocks power. It is said to possess the ability to read the emotions of others. This Pokemon gives off intense heat while rotating its body.,0
Barboach,Its slippery body is hard to grasp so much so that there are festivals where people compete to see how many they can catch barehanded.,0
Whiscash,Sighting Whiscash leaping from the water is believed to herald an earthquake.,0
Corphish,Corphish catches prey with its sharp claws. It has no likes or dislikes when it comes to food—it will eat anything. This Pokemon has no trouble living in filthy water.,0
Crawdaunt,Crawdaunt molts (sheds) its shell regularly. Immediately after molting its shell is soft and tender. Until the shell hardens this Pokemon hides in its streambed burrow to avoid attack from its foes.,0
Baltoy,As soon as it spots others of its kind Baltoy congregates with them and then begins crying noisily in unison. This Pokemon sleeps while cleverly balancing itself on its one foot.,0
Claydol,Claydol is an enigma that appeared from a clay statue made by an ancient civilization dating back 20000 years. This Pokemon shoots beams from both its hands.,0
Lileep,Lileep is an ancient Pokemon that was regenerated from a fossil. It remains permanently anchored to a rock. From its immobile perch this Pokemon intently scans for prey with its two eyes.,0
Cradily,Cradilys body serves as an anchor preventing it from being washed away in rough seas. This Pokemon secretes a strong digestive fluid from its tentacles.,0
Anorith,Anorith is said to be a type of Pokemon predecessor with eight wings at the sides of its body. This Pokemon swam in the primordial sea by undulating these eight wings.,0
Armaldo,Armaldo is a Pokemon species that became extinct in prehistoric times. This Pokemon is said to have walked on its hind legs which would have been more convenient for life on land.,0
Feebas,Although unattractive and unpopular this Pokemons marvelous vitality has made it a subject of research.,0
Milotic,It lives at the bottom of clear lakes. In times of war it shows itself which soothes peoples minds and hearts.,0
Castform,Its form changes on its own due to its cells sensitive reactions to temperature and humidity.,0
Kecleon,Kecleon alters its body coloration to blend in with its surroundings allowing it to sneak up on its prey unnoticed. Then it lashes out with its long stretchy tongue to instantly ensnare the unsuspecting target.,0
Shuppet,Shuppet grows by feeding on dark emotions such as vengefulness and envy in the hearts of people. It roams through cities in search of grudges that taint people.,0
Banette,A cursed energy permeated the stuffing of a discarded and forgotten plush doll giving it new life as Banette. The Pokemons energy would escape if it were to ever open its mouth.,0
Duskull,Duskull wanders lost among the deep darkness of midnight. There is an oft-told admonishment given to misbehaving children that this Pokemon will spirit away bad children who earn scoldings from their mothers.,0
Dusclops,Dusclops absorbs anything however large the object may be. This Pokemon hypnotizes its foe by waving its hands in a macabre manner and by bringing its single eye to bear. The hypnotized foe is made to do Dusclopss bidding.,0
Tropius,Children of the southern tropics eat as snacks the fruit that grows in bunches around the neck of Tropius. This Pokemon flies by flapping the leaves on its back as if they were wings.,0
Chimecho,In high winds Chimecho cries as it hangs from a tree branch or the eaves of a building using a suction cup on its head. This Pokemon plucks berries with its long tail and eats them.,0
Absol,Although its said to bring disaster in actuality this Pokemon possesses a calm disposition and warns people of any crises that loom.,0
Wynaut,Wynaut gather on moonlit nights to play by squeezing up against each other. By being squeezed this Pokemon gains endurance and is trained to dole out powerful counterattacks.,0
Snorunt,It can only survive in cold areas. It bounces happily around even in environments as cold as -150 degrees Fahrenheit.,0
Glalie,Its prey is instantaneously frozen stiff by the cold air it exhales from its huge mouth. While theyre in that frozen state it gobbles them up.,0
Spheal,Spheal always travels by rolling around on its ball-like body. When the season for ice floes arrives this Pokemon can be seen rolling about on ice and crossing the sea.,0
Sealeo,Sealeo often balances and rolls things on the tip of its nose. While the Pokemon is rolling something it checks the objects aroma and texture to determine whether it likes the object or not.,0
Walrein,Walrein swims all over in frigid seawater while crushing icebergs with its grand imposing tusks. Its thick layer of blubber makes enemy attacks bounce off harmlessly.,0
Clamperl,Clamperl grows while being protected by its rock-hard shell. When its body becomes too large to fit inside the shell it is sure evidence that this Pokemon is getting close to evolution.,0
Huntail,Huntails tail is shaped like a fish. It uses the tail to attract prey then swallows the prey whole with its large gaping mouth. This Pokemon swims by wiggling its slender body like a snake.,0
Gorebyss,Although Gorebyss is the very picture of elegance and beauty while swimming it is also cruel. When it spots prey this Pokemon inserts its thin mouth into the preys body and drains the prey of its body fluids.,0
Relicanth,It was fortuitously discovered during a deep sea expedition. Its teeth have atrophied so it now survives on microscopic organisms it sucks up.,0
Luvdisc,Loving couples have a soft spot for this Pokemon so honeymoon hotels often release this Pokemon into their pools.,0
Bagon,With its steel-hard stone head it headbutts indiscriminately. This is because of the stress it feels at being unable to fly.,0
Shelgon,They lurk deep within caves—motionless neither eating nor drinking. Why they dont die is not known.,0
Salamence,It flies around on its wings which have grown in at last. In its happiness it gushes hot flames burning up the fields it passes over.,0
Beldum,With magnetic traction it pulls its opponents in close. When theyre in range it slashes them with its rear claws.,0
Metang,It adores magnetic minerals so it pursues Nosepass at speeds exceeding 60 mph.,0
Metagross,A linkage of two Metang this Pokemon can perform any calculation in a flash by utilizing parallel processing in its four brains.,0
Regirock,Regirocks body is composed entirely of rocks. Recently a study made the startling discovery that the rocks were all unearthed from different locations.,1
Regice,Regice cloaks itself with frigid air of -328 degrees Fahrenheit. Things will freeze solid just by going near this Pokemon. Its icy body is so cold it will not melt even if it is immersed in magma.,1
Registeel,Registeel was imprisoned by people in ancient times. The metal composing its body is thought to be a curious substance that is not of this earth.,1
Latias,Latias is highly intelligent and capable of understanding human speech. It is covered with a glass-like down. The Pokemon enfolds its body with its down and refracts light to alter its appearance.,1
Latios,Latios will only open its heart to a Trainer with a compassionate spirit. This Pokemon can fly faster than a jet plane by folding its forelegs to minimize air resistance.,1
Kyogre,Kyogre is said to be the personification of the sea itself. Legends tell of its many clashes against Groudon as each sought to gain the power of nature.,1
Groudon,Through Primal Reversion and with natures full power it will take back its true form. It can cause magma to erupt and expand the landmass of the world.,1
Rayquaza,It flies forever through the ozone layer consuming meteoroids for sustenance. The many meteoroids in its body provide the energy it needs to Mega Evolve.,1
Jirachi,Jirachi will awaken from its sleep of a thousand years if you sing to it in a voice of purity. It is said to make true any wish that people desire.,1
Deoxys,Deoxys emerged from a virus that came from space. It is highly intelligent and wields psychokinetic powers. This Pokemon shoots lasers from the crystalline organ on its chest.,1
Turtwig,It undertakes photosynthesis with its body making oxygen. The leaf on its head wilts if it is thirsty.,0
Grotle,It knows where pure water wells up. It carries fellow Pokemon there on its back.,0
Torterra,Small Pokemon occasionally gather on its unmoving back to begin building their nests.,0
Chimchar,The gas made in its belly burns from its rear end. The fire burns weakly when it feels sick.,0
Monferno,It uses ceilings and walls to launch aerial attacks. Its fiery tail is but one weapon.,0
Infernape,It tosses its enemies around with agility. It uses all its limbs to fight in its own unique style.,0
Piplup,Because it is very proud it hates accepting food from people. Its thick down guards it from cold.,0
Prinplup,It lives a solitary life. Its wings deliver wicked blows that can snap even the thickest of trees.,0
Empoleon,The three horns that extend from its beak attest to its power. The leader has the biggest horns.,0
Starly,They flock around mountains and fields chasing after bug Pokemon. Their singing is noisy and annoying.,0
Staravia,It lives in forests and fields. Squabbles over territory occur when flocks collide.,0
Staraptor,When Staravia evolve into Staraptor they leave the flock to live alone. They have sturdy wings.,0
Bidoof,It constantly gnaws on logs and rocks to whittle down its front teeth. It nests alongside water.,0
Bibarel,It makes its nest by damming streams with bark and mud. It is known as an industrious worker.,0
Kricketot,When its antennae hit each other it sounds like the music of a xylophone.,0
Kricketune,It signals its emotions with its melodies. Scientists are studying these melodic patterns.,0
Shinx,All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.,0
Luxio,Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.,0
Luxray,When its eyes gleam gold it can spot hiding prey—even those taking shelter behind a wall.,0
Budew,Over the winter it closes its bud and endures the cold. In spring the bud opens and releases pollen.,0
Roserade,With the movements of a dancer it strikes with whips that are densely lined with poison thorns.,0
Cranidos,In rock layers where Cranidos fossils are found the fossilized trunks of trees snapped in two are also often found.,0
Rampardos,Records exist of a revived fossil that evolved into Rampardos. It proceeded to escape and then destroy a skyscraper with a headbutt.,0
Shieldon,This Pokemon lived in primeval jungles. Few enemies would have been willing to square off against its heavily armored face so its thought.,0
Bastiodon,It lived in the same environments as Rampardos. Their fossils have been found together— seemingly from after theyd fought to the finish.,0
Burmy,If its cloak is broken in battle it quickly remakes the cloak with materials nearby.,0
Wormadam,When Burmy evolved its cloak became a part of this Pokemons body. The cloak is never shed.,0
Mothim,It flutters around at night and steals honey from the Combee hive.,0
Combee,It collects and delivers honey to its colony. At night they cluster to form a beehive and sleep.,0
Vespiquen,Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by Combee.,0
Pachirisu,A pair may be seen rubbing their cheek pouches together in an effort to share stored electricity.,0
Buizel,It inflates the flotation sac around its neck and pokes its head out of the water to see what is going on.,0
Floatzel,Its flotation sac developed as a result of pursuing aquatic prey. It can double as a rubber raft.,0
Cherubi,It evolves by sucking the energy out of the small ball where it had been storing nutrients.,0
Cherrim,If it senses strong sunlight it opens its folded petals to absorb the suns rays with its whole body.,0
Shellos,Purple mucus sticks to the hands of anyone who touches it. Take care as the substance is troublesome to wash off.,0
Gastrodon,Plankton invisible to the naked eye is its main food source. It comes onto the land periodically but the reason for this is not known.,0
Ambipom,To eat it deftly shucks nuts with its two tails. It rarely uses its arms now.,0
Drifloon,If for some reason its body bursts its soul spills out with a screaming sound.,0
Drifblim,Even while under careful observation large flocks of Drifblim flying at dusk will inexplicably disappear from view.,0
Buneary,When it senses danger it perks up its ears. On cold nights it sleeps with its head tucked into its fur.,0
Lopunny,The ears appear to be delicate. If they are touched roughly it kicks with its graceful legs.,0
Mismagius,Mismagius have been known to cast spells to make people fall in love so some people search for this Pokemon as if their life depended on it.,0
Honchkrow,If its Murkrow cronies fail to catch food for it or if it feels they have betrayed it it will hunt them down wherever they are and punish them.,0
Glameow,When its happy Glameow demonstrates beautiful movements of its tail like a dancing ribbon.,0
Purugly,To make itself appear intimidatingly beefy it tightly cinches its waist with its twin tails.,0
Chingling,There is an orb inside its mouth. When it hops the orb bounces all over and makes a ringing sound.,0
Stunky,It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.,0
Skuntank,It sprays a stinky fluid from its tail. The fluid smells worse the longer it is allowed to fester.,0
Bronzor,Implements shaped like it were discovered in ancient tombs. It is unknown if they are related.,0
Bronzong,Ancient people believed that petitioning Bronzong for rain was the way to make crops grow.,0
Bonsly,From its eyes it can expel excess moisture from its body. This liquid is similar in composition to human sweat.,0
Mime Jr.,It habitually mimics foes. Once mimicked the foe cannot take its eyes off this Pokemon.,0
Happiny,Its too small to lay eggs yet. As a surrogate it searches out round white stones.,0
Chatot,It can learn and speak human words. If they gather they all learn the same saying.,0
Spiritomb,It was bound to a fissure in an odd keystone as punishment for misdeeds 500 years ago.,0
Gible,It skulks in caves and when prey or an enemy passes by it leaps out and chomps them. The force of its attack sometimes chips its teeth.,0
Gabite,Shiny objects are its passion. It can be found in its cave scarcely moving its gaze fixed on the jewels its amassed or Carbink it has caught.,0
Garchomp,The protuberances on its head serve as sensors. It can even detect distant prey.,0
Munchlax,When it finds something that looks like it might be edible it goes right ahead and swallows it whole. Thats why it gets fatter day by day.,0
Riolu,Its tough enough to run right through the night and its also a hard worker but its still just a youngster.,0
Lucario,They can detect the species of a living being— and its emotions—from over half a mile away. They control auras and hunt their prey in packs.,0
Hippopotas,It enshrouds itself with sand to protect itself from germs. It does not enjoy getting wet.,0
Hippowdon,It blasts internally stored sand from ports on its body to create a towering twister for attack.,0
Skorupi,It burrows under the sand to lie in wait for prey. Its tail claws can inject its prey with a savage poison.,0
Drapion,It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.,0
Croagunk,Inflating its poison sacs it fills the area with an odd sound and hits flinching opponents with a poison jab.,0
Toxicroak,Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.,0
Carnivine,It binds itself to trees in marshes. It attracts prey with its sweet-smelling drool and gulps them down.,0
Finneon,Its double tail fins propel its energetic jumps. When it breaks the surface of the sea Wingull swoop down to grab it on the fly.,0
Lumineon,This deep-sea Pokemon lives at the bottom of the sea. Its fins haul it over the seabed in search of its favorite food—Starmie.,0
Mantyke,When it swims close to the surface of the ocean people aboard ships are able to observe the pattern on its back.,0
Snover,In the spring it grows berries with the texture of frozen treats around its belly.,0
Abomasnow,It lives a quiet life on mountains that are perpetually covered in snow. It hides itself by whipping up blizzards.,0
Weavile,They dwell in cold places. This Pokemons main food source in Alola is Vulpix and Sandshrew which they carefully divide among their group.,0
Magnezone,As it zooms through the sky this Pokemon seems to be receiving signals of unknown origin while transmitting signals of unknown purpose.,0
Lickilicky,Their saliva contains lots of components that can dissolve anything. The numbness caused by their lick does not dissipate.,0
Rhyperior,It puts rocks in holes in its palms and uses its muscles to shoot them. Geodude are shot at rare times.,0
Tangrowth,Its vines grow so profusely that in the warm season you cant even see its eyes.,0
Electivire,When it gets excited it thumps its chest. With every thud thunder roars and electric sparks shower all around.,0
Magmortar,From its arm it launches fireballs hotter than 3500 degrees Fahrenheit. Its arm starts to melt when it fires a whole barrage.,0
Togekiss,It shares many blessings with people who respect one anothers rights and avoid needless strife.,0
Yanmega,This six-legged Pokemon is easily capable of transporting an adult in flight. The wings on its tail help it stay balanced.,0
Leafeon,The younger they are the more they smell like fresh grass. With age their fragrance takes on the odor of fallen leaves.,0
Glaceon,It freezes its fur into icicles spiky and sharp and tackles its prey.,0
Gliscor,Its flight is soundless. It uses its lengthy tail to carry off its prey... Then its elongated fangs do the rest.,0
Mamoswine,Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.,0
Porygon-Z,Its program was modified to facilitate extra-dimensional activities but that led to noticeably strange behavior.,0
Gallade,A master of courtesy and swordsmanship it fights using extending swords on its elbows.,0
Probopass,The main body controls three mobile units called Mini-Noses which it maneuvers to catch prey.,0
Dusknoir,The antenna on its head captures radio waves from the world of spirits that command it to take people there.,0
Froslass,The soul of a woman lost on a snowy mountain possessed an icicle becoming this Pokemon. The food it most relishes is the souls of men.,0
Rotom,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.,0
Uxie,It is said that its emergence gave humans the intelligence to improve their quality of life.,1
Mesprit,It sleeps at the bottom of a lake. Its spirit is said to leave its body to fly on the lakes surface.,1
Azelf,It is thought that Uxie Mesprit and Azelf all came from the same egg.,1
Dialga,It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.,1
Palkia,It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.,1
Heatran,Boiling blood like magma circulates through its body. It makes its dwelling place in volcanic caves.,1
Regigigas,There is an enduring legend that states this Pokemon towed continents with ropes.,1
Giratina,It was banished for its violence. It silently gazed upon the old world from the Distortion World.,1
Cresselia,Those who sleep holding Cresselias feather are assured of joyful dreams. It is said to represent the crescent moon.,1
Phione,It drifts in warm seas. It always returns to where it was born no matter how far it may have drifted.,0
Manaphy,It starts its life with a wondrous power that permits it to bond with any kind of Pokemon.,1
Darkrai,It can lull people to sleep and make them dream. It is active during nights of the new moon.,1
